,SOURCE,TARGET,RATE
14111,108,382,2
14112,108,1099,2
14113,108,2663,1
14114,108,130,1
14115,108,1363,1
14116,108,645,1
14117,108,2176,1
14118,108,2175,1
14119,108,1744,1
14120,108,2842,1
14121,108,546,1
14122,108,1683,1
14123,108,300,1
14124,108,1456,1
14125,108,2005,1
14126,108,2610,1
14127,108,1951,1
14128,108,355,1
14129,108,1601,1
14130,108,109,1
14131,449,109,7
14132,1428,109,5
14133,779,109,3
14134,566,109,3
14135,512,109,3
14136,167,109,2
14137,1431,109,2
14138,668,109,2
14139,422,109,2
14140,1270,109,1
14141,866,109,1
14142,931,109,1
14143,478,109,1
14144,7524,109,1
14145,217,109,1
14146,722,109,1
14147,669,109,1
14148,922,109,1
14149,328,109,1
14150,535,109,1
14151,999,109,1
14152,181,109,1
14153,1930,109,1
14154,990,109,1
14155,500,109,1
14156,1099,109,1
14157,223,109,1
14158,379,109,1
14159,148,109,1
14160,5342,109,-5
14161,109,449,7
14162,109,512,5
14163,109,566,3
14164,109,670,2
14165,109,779,2
14166,109,422,2
14167,109,1270,1
14168,109,866,1
14169,109,931,1
14170,109,167,1
14171,109,407,1
14172,109,7524,1
14173,109,217,1
14174,109,1431,1
14175,109,722,1
14176,109,668,1
14177,109,669,1
14178,109,922,1
14179,109,1428,1
14180,109,328,1
14181,109,215,1
14182,109,535,1
14183,109,999,1
14184,109,181,1
14185,109,1930,1
14186,109,990,1
14187,109,500,1
14188,109,711,1
14189,109,1099,1
14190,109,223,1
14191,109,379,1
14192,109,148,1
14193,390,110,8
14194,369,110,5
14195,518,110,5
14196,440,110,4
14197,959,110,3
14198,1883,110,3
14199,305,110,3
14200,131,110,2
14201,135,110,2
14202,193,110,2
14203,188,110,2
14204,146,110,2
14205,526,110,1
14206,141,110,1
14207,417,110,1
14208,174,110,1
14209,362,110,1
14210,2309,110,1
14211,2274,110,1
14212,519,110,1
14213,110,390,7
14214,110,305,6
14215,110,518,5
14216,110,369,4
14217,110,523,3
14218,110,188,3
14219,110,141,2
14220,110,959,2
14221,110,131,2
14222,110,2309,2
14223,110,146,2
14224,110,487,2
14225,110,417,1
14226,110,2419,1
14227,110,1883,1
14228,110,174,1
14229,110,362,1
14230,110,2274,1
14231,110,519,1
14232,110,440,1
14233,3269,111,10
14234,463,111,10
14235,207,111,6
14236,245,111,4
14237,120,111,3
14238,1597,111,2
14239,417,111,2
14240,7560,111,2
14241,2380,111,1
14242,141,111,1
14243,553,111,1
14244,7418,111,1
14245,111,207,6
14246,111,245,4
14247,111,120,3
14248,111,417,2
14249,111,141,2
14250,111,433,2
14251,111,125,1
14252,111,7512,-1
14253,111,7589,-3
14254,111,7602,-10
14255,111,7601,-10
14256,111,7599,-10
14257,111,7598,-10
14258,111,7604,-10
14259,111,7539,-10
14260,427,112,10
14261,524,112,10
14262,177,112,4
14263,701,112,3
14264,116,112,3
14265,301,112,2
14266,7595,112,2
14267,124,112,2
14268,2276,112,1
14269,396,112,1
14270,3031,112,1
14271,1043,112,1
14272,697,112,1
14273,112,427,10
14274,112,524,10
14275,112,177,5
14276,112,701,3
14277,112,301,2
14278,112,748,2
14279,112,396,2
14280,112,124,2
14281,112,116,2
14282,112,2276,1
14283,112,7595,1
14284,112,7600,1
14285,112,3031,1
14286,112,1043,1
14287,112,697,1
14288,271,113,7
14289,152,113,6
14290,170,113,5
14291,358,113,5
14292,188,113,3
14293,502,113,3
14294,293,113,3
14295,801,113,2
14296,177,113,2
14297,660,113,2
14298,155,113,2
14299,353,113,2
14300,1127,113,1
14301,145,113,1
14302,553,113,1
14303,757,113,1
14304,154,113,1
14305,350,113,1
14306,1607,113,1
14307,824,113,-2
14308,159,113,-5
14309,1691,113,-10
14310,113,134,9
14311,113,358,8
14312,113,188,8
14313,113,355,6
14314,113,170,5
14315,113,801,5
14316,113,353,4
14317,113,317,3
14318,113,502,3
14319,113,271,3
14320,113,769,2
14321,113,1127,1
14322,113,154,1
14323,113,177,1
14324,113,268,1
14325,113,350,1
14326,113,130,1
14327,113,660,1
14328,113,155,1
14329,113,1607,1
14330,113,7580,-10
14331,113,7603,-10
14332,279,114,4
14333,192,114,3
14334,126,114,3
14335,337,114,3
14336,3383,114,3
14337,281,114,3
14338,7335,114,2
14339,1202,114,2
14340,233,114,2
14341,269,114,2
14342,766,114,2
14343,1594,114,2
14344,832,114,2
14345,906,114,1
14346,7386,114,1
14347,1906,114,1
14348,1590,114,1
14349,2336,114,1
14350,246,114,1
14351,1597,114,1
14352,375,114,1
14353,2415,114,1
14354,7087,114,1
14355,3372,114,1
14356,1554,114,1
14357,376,114,1
14358,165,114,-1
14359,114,192,3
14360,114,337,3
14361,114,1594,3
14362,114,126,3
14363,114,352,2
14364,114,1903,2
14365,114,7335,2
14366,114,558,2
14367,114,233,2
14368,114,281,2
14369,114,279,2
14370,114,164,2
14371,114,906,1
14372,114,3398,1
14373,114,1906,1
14374,114,7312,1
14375,114,3429,1
14376,114,3426,1
14377,114,3423,1
14378,114,362,1
14379,114,1597,1
14380,114,2336,1
14381,114,3383,1
14382,114,1202,1
14383,114,766,1
14384,114,2413,1
14385,114,1896,1
14386,114,3374,1
14387,114,3372,1
14388,114,897,1
14389,114,1385,1
14390,114,1879,1
14391,114,832,1
14392,114,7370,-1
14393,114,7310,-1
14394,114,3369,-1
14395,114,145,-1
14396,114,469,-5
14397,114,7560,-9
14398,163,115,5
14399,1569,115,5
14400,219,115,4
14401,335,115,2
14402,1343,115,2
14403,3220,115,2
14404,3213,115,2
14405,492,115,2
14406,123,115,2
14407,118,115,1
14408,241,115,1
14409,1875,115,1
14410,128,115,1
14411,1185,115,1
14412,3251,115,1
14413,155,115,1
14414,259,115,1
14415,372,115,1
14416,2369,115,1
14417,216,115,1
14418,435,115,1
14419,208,115,1
14420,2302,115,1
14421,5679,115,1
14422,2364,115,1
14423,1574,115,1
14424,7434,115,1
14425,7390,115,1
14426,1544,115,1
14427,197,115,1
14428,320,115,1
14429,280,115,1
14430,115,219,4
14431,115,1569,3
14432,115,335,2
14433,115,163,2
14434,115,492,2
14435,115,123,2
14436,115,118,1
14437,115,241,1
14438,115,1875,1
14439,115,128,1
14440,115,1185,1
14441,115,3251,1
14442,115,155,1
14443,115,259,1
14444,115,372,1
14445,115,2369,1
14446,115,216,1
14447,115,435,1
14448,115,208,1
14449,115,1343,1
14450,115,2302,1
14451,115,5679,1
14452,115,2364,1
14453,115,1574,1
14454,115,3220,1
14455,115,3213,1
14456,115,7434,1
14457,115,7390,1
14458,115,1544,1
14459,115,197,1
14460,115,320,1
14461,115,280,1
14462,7421,116,3
14463,706,116,3
14464,292,116,2
14465,2387,116,2
14466,822,116,2
14467,336,116,2
14468,585,116,2
14469,172,116,2
14470,310,116,1
14471,1191,116,1
14472,290,116,1
14473,2362,116,1
14474,123,116,1
14475,174,116,1
14476,1871,116,1
14477,3285,116,1
14478,2376,116,1
14479,1043,116,1
14480,1815,116,1
14481,1343,116,1
14482,247,116,1
14483,7525,116,1
14484,5679,116,1
14485,7595,116,1
14486,3137,116,1
14487,395,116,1
14488,177,116,1
14489,259,116,1
14490,491,116,1
14491,708,116,-1
14492,116,7421,3
14493,116,706,3
14494,116,292,2
14495,116,822,2
14496,116,2376,2
14497,116,336,2
14498,116,585,2
14499,116,172,2
14500,116,310,1
14501,116,2387,1
14502,116,1191,1
14503,116,290,1
14504,116,2362,1
14505,116,123,1
14506,116,174,1
14507,116,1871,1
14508,116,3285,1
14509,116,1043,1
14510,116,1815,1
14511,116,1343,1
14512,116,247,1
14513,116,7525,1
14514,116,5679,1
14515,116,7595,1
14516,116,3137,1
14517,116,395,1
14518,116,957,1
14519,116,177,1
14520,116,259,1
14521,116,491,1
14522,116,810,1
14523,116,7604,-10
14524,7588,117,3
14525,799,117,3
14526,258,117,3
14527,2933,117,2
14528,2931,117,2
14529,2199,117,2
14530,1318,117,2
14531,346,117,2
14532,1332,117,1
14533,7600,117,1
14534,260,117,1
14535,1148,117,1
14536,410,117,1
14537,285,117,1
14538,122,117,1
14539,1324,117,1
14540,506,117,1
14541,2210,117,1
14542,1147,117,1
14543,1758,117,1
14544,2911,117,1
14545,2908,117,1
14546,402,117,1
14547,1742,117,1
14548,2702,117,1
14549,1487,117,1
14550,2178,117,1
14551,1314,117,1
14552,2193,117,1
14553,1317,117,1
14554,370,117,1
14555,1488,117,1
14556,194,117,1
14557,1025,117,1
14558,796,117,1
14559,2148,117,1
14560,2805,117,1
14561,437,117,1
14562,798,117,-1
14563,117,258,3
14564,117,410,2
14565,117,799,2
14566,117,1318,2
14567,117,346,2
14568,117,1332,1
14569,117,7600,1
14570,117,260,1
14571,117,1148,1
14572,117,306,1
14573,117,7588,1
14574,117,2933,1
14575,117,2931,1
14576,117,285,1
14577,117,122,1
14578,117,1324,1
14579,117,506,1
14580,117,2210,1
14581,117,1147,1
14582,117,1758,1
14583,117,2911,1
14584,117,2908,1
14585,117,402,1
14586,117,2702,1
14587,117,1742,1
14588,117,1487,1
14589,117,1314,1
14590,117,2199,1
14591,117,2178,1
14592,117,2193,1
14593,117,1317,1
14594,117,370,1
14595,117,1488,1
14596,117,194,1
14597,117,1025,1
14598,117,2148,1
14599,117,2805,1
14600,117,437,1
14601,117,798,-1
14602,117,796,-1
14603,117,7425,-5
14604,292,118,4
14605,526,118,2
14606,141,118,2
14607,398,118,2
14608,125,118,1
14609,375,118,1
14610,238,118,1
14611,528,118,1
14612,222,118,1
14613,603,118,1
14614,158,118,1
14615,649,118,1
14616,163,118,1
14617,7597,118,1
14618,822,118,1
14619,214,118,1
14620,1580,118,1
14621,706,118,1
14622,118,765,10
14623,118,1592,3
14624,118,292,3
14625,118,526,2
14626,118,141,2
14627,118,125,1
14628,118,375,1
14629,118,238,1
14630,118,528,1
14631,118,222,1
14632,118,603,1
14633,118,158,1
14634,118,173,1
14635,118,649,1
14636,118,163,1
14637,118,822,1
14638,118,214,1
14639,118,1580,1
14640,118,706,1
14641,118,398,-1
14642,118,7597,-10
14643,662,119,8
14644,235,119,8
14645,271,119,8
14646,129,119,5
14647,353,119,5
14648,148,119,5
14649,293,119,5
14650,491,119,2
14651,384,119,2
14652,121,119,2
14653,283,119,1
14654,311,119,1
14655,2521,119,1
14656,1946,119,1
14657,7511,119,1
14658,322,119,1
14659,380,119,1
14660,769,119,1
14661,6369,119,-5
14662,119,471,9
14663,119,662,8
14664,119,235,8
14665,119,271,8
14666,119,293,5
14667,119,491,2
14668,119,384,2
14669,119,148,2
14670,119,121,2
14671,119,311,1
14672,119,2521,1
14673,119,1946,1
14674,119,7511,1
14675,119,322,1
14676,119,769,1
14677,310,120,5
14678,464,120,3
14679,141,120,2
14680,1071,120,2
14681,163,120,1
14682,245,120,1
14683,351,120,1
14684,222,120,1
14685,603,120,1
14686,454,120,1
14687,1368,120,1
14688,762,120,1
14689,7512,120,1
14690,244,120,1
14691,120,310,7
14692,120,464,3
14693,120,141,2
14694,120,1201,2
14695,120,1071,2
14696,120,163,1
14697,120,245,1
14698,120,351,1
14699,120,222,1
14700,120,603,1
14701,120,454,1
14702,120,1368,1
14703,120,362,1
14704,120,762,1
14705,120,7512,1
14706,120,244,1
14707,633,121,7
14708,1058,121,5
14709,2170,121,3
14710,501,121,3
14711,800,121,2
14712,232,121,2
14713,2165,121,2
14714,256,121,2
14715,2066,121,2
14716,438,121,2
14717,512,121,2
14718,2684,121,1
14719,598,121,1
14720,402,121,1
14721,874,121,1
14722,2864,121,1
14723,2862,121,1
14724,472,121,1
14725,2855,121,1
14726,2838,121,1
14727,2118,121,1
14728,578,121,1
14729,343,121,1
14730,325,121,1
14731,505,121,1
14732,121,1058,5
14733,121,486,3
14734,121,633,3
14735,121,501,3
14736,121,800,2
14737,121,472,2
14738,121,2170,2
14739,121,256,2
14740,121,2165,2
14741,121,438,2
14742,121,512,2
14743,121,2684,1
14744,121,598,1
14745,121,2208,1
14746,121,2864,1
14747,121,2862,1
14748,121,2855,1
14749,121,232,1
14750,121,2838,1
14751,121,2066,1
14752,121,2118,1
14753,121,578,1
14754,121,343,1
14755,121,325,1
14756,121,505,1
14757,733,122,4
14758,591,122,3
14759,7565,122,3
14760,759,122,1
14761,228,122,1
14762,203,122,1
14763,177,122,1
14764,162,122,1
14765,960,122,1
14766,198,122,1
14767,159,122,1
14768,196,122,1
14769,143,122,1
14770,798,122,1
14771,1738,122,1
14772,467,122,1
14773,122,733,5
14774,122,1738,2
14775,122,759,1
14776,122,228,1
14777,122,203,1
14778,122,591,1
14779,122,964,1
14780,122,177,1
14781,122,162,1
14782,122,960,1
14783,122,159,1
14784,122,198,1
14785,122,196,1
14786,122,469,1
14787,122,143,1
14788,122,798,1
14789,122,467,1
14790,122,2774,1
14791,122,7565,-1
14792,7595,123,10
14793,177,123,3
14794,663,123,2
14795,260,123,1
14796,391,123,1
14797,649,123,1
14798,128,123,1
14799,1376,123,1
14800,136,123,1
14801,334,123,1
14802,585,123,1
14803,1146,123,1
14804,287,123,1
14805,1811,123,1
14806,123,7595,7
14807,123,663,2
14808,123,1811,2
14809,123,177,2
14810,123,260,1
14811,123,391,1
14812,123,649,1
14813,123,128,1
14814,123,1376,1
14815,123,136,1
14816,123,334,1
14817,123,585,1
14818,123,1146,1
14819,123,1671,1
14820,123,1821,1
14821,123,7540,-10
14822,123,7556,-10
14823,177,124,9
14824,520,124,5
14825,748,124,4
14826,813,124,4
14827,162,124,4
14828,1169,124,3
14829,642,124,3
14830,227,124,2
14831,1033,124,2
14832,750,124,2
14833,319,124,2
14834,298,124,2
14835,815,124,1
14836,643,124,1
14837,1162,124,1
14838,684,124,1
14839,456,124,1
14840,885,124,1
14841,179,124,1
14842,2299,124,1
14843,1820,124,1
14844,1051,124,1
14845,396,124,1
14846,7334,124,1
14847,596,124,1
14848,172,124,1
14849,7538,124,1
14850,585,124,1
14851,188,124,-1
14852,3079,124,-5
14853,7595,124,-10
14854,332,124,-10
14855,228,124,-10
14856,124,177,10
14857,124,228,9
14858,124,162,7
14859,124,520,7
14860,124,332,5
14861,124,1169,4
14862,124,813,4
14863,124,642,3
14864,124,227,2
14865,124,1033,2
14866,124,750,2
14867,124,298,2
14868,124,882,2
14869,124,815,1
14870,124,643,1
14871,124,684,1
14872,124,456,1
14873,124,179,1
14874,124,885,1
14875,124,2299,1
14876,124,1820,1
14877,124,1051,1
14878,124,319,1
14879,124,748,1
14880,124,7595,1
14881,124,396,1
14882,124,7334,1
14883,124,172,1
14884,124,596,1
14885,124,585,1
14886,124,2140,1
14887,429,125,5
14888,247,125,5
14889,292,125,2
14890,649,125,2
14891,131,125,2
14892,197,125,2
14893,249,125,1
14894,412,125,1
14895,497,125,1
14896,3408,125,1
14897,238,125,1
14898,484,125,1
14899,376,125,1
14900,526,125,1
14901,1009,125,1
14902,3396,125,1
14903,345,125,1
14904,321,125,1
14905,826,125,1
14906,173,125,1
14907,299,125,1
14908,704,125,1
14909,2395,125,1
14910,7445,125,1
14911,2394,125,1
14912,309,125,1
14913,191,125,1
14914,413,125,1
14915,289,125,1
14916,433,125,1
14917,253,125,1
14918,458,125,1
14919,262,125,1
14920,817,125,1
14921,1840,125,1
14922,564,125,1
14923,7431,125,1
14924,666,125,1
14925,1837,125,1
14926,7502,125,-10
14927,7568,125,-10
14928,125,429,4
14929,125,292,2
14930,125,131,2
14931,125,191,2
14932,125,197,2
14933,125,433,2
14934,125,249,1
14935,125,412,1
14936,125,497,1
14937,125,3408,1
14938,125,238,1
14939,125,484,1
14940,125,376,1
14941,125,526,1
14942,125,1009,1
14943,125,3396,1
14944,125,345,1
14945,125,321,1
14946,125,826,1
14947,125,173,1
14948,125,299,1
14949,125,704,1
14950,125,649,1
14951,125,2395,1
14952,125,496,1
14953,125,2394,1
14954,125,309,1
14955,125,247,1
14956,125,413,1
14957,125,289,1
14958,125,253,1
14959,125,458,1
14960,125,262,1
14961,125,817,1
14962,125,1840,1
14963,125,564,1
14964,125,666,1
14965,125,1837,1
14966,125,3362,-1
14967,125,7367,-1
14968,125,1032,-1
14969,125,7502,-10
14970,125,7568,-10
14971,125,2225,-10
14972,125,7431,-10
14973,421,126,6
14974,605,126,3
14975,293,126,3
14976,233,126,3
14977,192,126,3
14978,269,126,3
14979,824,126,3
14980,2336,126,2
14981,389,126,2
14982,1593,126,2
14983,230,126,1
14984,2417,126,1
14985,3381,126,1
14986,1554,126,1
14987,126,293,3
14988,126,1593,3
14989,126,269,3
14990,126,192,3
14991,126,625,3
14992,126,171,3
14993,126,230,2
14994,126,605,2
14995,126,352,2
14996,126,558,2
14997,126,3381,1
14998,126,168,1
14999,126,155,1
15000,126,3371,1
15001,126,233,1
15002,126,1700,1
15003,126,512,1
15004,126,1554,1
15005,126,2673,1
15006,126,2331,1
15007,126,374,-10
15008,126,7552,-10
15009,126,690,-10
15010,2421,127,5
15011,3206,127,5
15012,881,127,5
15013,979,127,4
15014,1821,127,3
15015,812,127,2
15016,435,127,2
15017,3133,127,2
15018,2398,127,1
15019,2261,127,1
15020,7531,127,1
15021,953,127,1
15022,1532,127,1
15023,1559,127,1
15024,599,127,1
15025,1808,127,1
15026,2278,127,1
15027,178,127,1
15028,1827,127,1
15029,456,127,1
15030,3102,127,1
15031,127,1591,4
15032,158,128,10
15033,895,128,6
15034,590,128,2
15035,545,128,2
15036,1876,128,2
15037,983,128,2
15038,1043,128,2
15039,1343,128,2
15040,292,128,2
15041,974,128,1
15042,3321,128,1
15043,1190,128,1
15044,617,128,1
15045,1065,128,1
15046,290,128,1
15047,3294,128,1
15048,155,128,1
15049,706,128,1
15050,7597,128,1
15051,2375,128,1
15052,3282,128,1
15053,2381,128,1
15054,128,895,6
15055,128,158,6
15056,128,545,2
15057,128,1876,2
15058,128,983,2
15059,128,1343,2
15060,128,292,2
15061,128,590,1
15062,128,193,1
15063,128,974,1
15064,128,580,1
15065,128,2397,1
15066,128,163,1
15067,128,3321,1
15068,128,1190,1
15069,128,617,1
15070,128,1065,1
15071,128,290,1
15072,128,3294,1
15073,128,155,1
15074,128,706,1
15075,128,1043,1
15076,128,2375,1
15077,128,3282,1
15078,128,2381,1
15079,128,7597,-10
15080,1227,129,5
15081,1228,129,5
15082,717,129,5
15083,194,129,4
15084,322,129,4
15085,1216,129,4
15086,1220,129,4
15087,1085,129,4
15088,500,129,4
15089,443,129,3
15090,272,129,2
15091,1096,129,1
15092,252,129,1
15093,7595,129,-1
15094,129,159,6
15095,129,1097,6
15096,129,1092,6
15097,129,717,6
15098,129,440,6
15099,129,502,6
15100,129,167,6
15101,129,989,6
15102,129,1231,5
15103,129,194,5
15104,129,1223,5
15105,129,1228,5
15106,129,1227,5
15107,129,998,5
15108,129,443,5
15109,129,1217,5
15110,129,1215,5
15111,129,1211,5
15112,129,149,5
15113,129,1213,5
15114,129,773,5
15115,129,1216,5
15116,129,1079,5
15117,129,565,5
15118,129,845,5
15119,129,401,5
15120,129,987,5
15121,129,1080,5
15122,129,843,5
15123,129,503,5
15124,129,209,5
15125,129,236,5
15126,129,470,5
15127,129,504,5
15128,129,846,5
15129,129,847,5
15130,129,298,5
15131,129,772,5
15132,129,771,5
15133,129,908,5
15134,129,607,5
15135,129,656,5
15136,129,1081,5
15137,129,500,5
15138,129,1422,4
15139,129,537,4
15140,129,1225,4
15141,129,1418,4
15142,129,422,4
15143,129,423,4
15144,129,1416,4
15145,129,1414,4
15146,129,1093,4
15147,129,1408,4
15148,129,1412,4
15149,129,1086,4
15150,129,1411,4
15151,129,1410,4
15152,129,997,4
15153,129,252,4
15154,129,991,4
15155,129,910,4
15156,129,7582,4
15157,129,1403,4
15158,129,201,4
15159,129,1406,4
15160,129,1220,4
15161,129,659,4
15162,129,534,4
15163,129,1085,4
15164,129,564,4
15165,129,169,4
15166,129,1921,4
15167,129,322,4
15168,129,713,4
15169,129,7550,4
15170,129,1082,4
15171,129,1219,4
15172,129,770,4
15173,129,1096,3
15174,129,1089,3
15175,129,1609,3
15176,129,1608,3
15177,129,1614,3
15178,129,272,3
15179,129,658,3
15180,129,215,3
15181,181,130,3
15182,7564,130,3
15183,568,130,3
15184,976,130,2
15185,934,130,2
15186,341,130,2
15187,358,130,2
15188,1437,130,2
15189,1363,130,1
15190,3182,130,1
15191,949,130,1
15192,255,130,1
15193,404,130,1
15194,785,130,1
15195,326,130,1
15196,299,130,1
15197,1439,130,1
15198,849,130,1
15199,1255,130,1
15200,725,130,1
15201,406,130,1
15202,2575,130,1
15203,857,130,1
15204,579,130,1
15205,1210,130,1
15206,778,130,1
15207,202,130,1
15208,777,130,1
15209,2572,130,1
15210,1659,130,1
15211,540,130,1
15212,2549,130,1
15213,383,130,1
15214,1635,130,1
15215,217,130,1
15216,130,976,2
15217,130,934,2
15218,130,7564,2
15219,130,358,2
15220,130,1691,1
15221,130,1363,1
15222,130,2266,1
15223,130,3182,1
15224,130,785,1
15225,130,404,1
15226,130,675,1
15227,130,326,1
15228,130,341,1
15229,130,299,1
15230,130,1439,1
15231,130,849,1
15232,130,1437,1
15233,130,1255,1
15234,130,406,1
15235,130,725,1
15236,130,2575,1
15237,130,579,1
15238,130,1210,1
15239,130,778,1
15240,130,777,1
15241,130,1646,1
15242,130,2572,1
15243,130,1659,1
15244,130,926,1
15245,130,540,1
15246,130,2551,1
15247,130,1430,1
15248,130,2549,1
15249,130,383,1
15250,130,1635,1
15251,130,217,1
15252,130,7604,-10
15253,169,131,3
15254,148,131,3
15255,938,131,2
15256,863,131,2
15257,145,131,2
15258,561,131,2
15259,680,131,1
15260,290,131,1
15261,3212,131,1
15262,1404,131,1
15263,380,131,1
15264,721,131,1
15265,1453,131,1
15266,140,131,1
15267,654,131,1
15268,1241,131,1
15269,669,131,1
15270,154,131,1
15271,607,131,1
15272,531,131,1
15273,131,791,10
15274,131,669,4
15275,131,148,3
15276,131,680,2
15277,131,938,2
15278,131,863,2
15279,131,654,2
15280,131,154,2
15281,131,145,2
15282,131,561,2
15283,131,290,1
15284,131,3212,1
15285,131,1404,1
15286,131,380,1
15287,131,721,1
15288,131,140,1
15289,131,1453,1
15290,131,1241,1
15291,131,169,1
15292,131,353,1
15293,131,607,1
15294,131,531,1
15295,231,132,10
15296,201,132,4
15297,452,132,2
15298,251,132,2
15299,938,132,2
15300,504,132,2
15301,1111,132,2
15302,841,132,1
15303,2631,132,1
15304,315,132,1
15305,255,132,1
15306,1708,132,1
15307,1021,132,1
15308,1132,132,1
15309,1427,132,1
15310,2701,132,1
15311,1705,132,1
15312,1703,132,1
15313,1001,132,1
15314,132,231,9
15315,132,504,3
15316,132,938,2
15317,132,384,2
15318,132,201,2
15319,132,2653,1
15320,132,452,1
15321,132,841,1
15322,132,2631,1
15323,132,315,1
15324,132,255,1
15325,132,1708,1
15326,132,251,1
15327,132,1021,1
15328,132,1132,1
15329,132,1427,1
15330,132,2701,1
15331,132,1705,1
15332,132,1703,1
15333,132,1111,1
15334,132,1001,1
15335,257,133,3
15336,350,133,2
15337,318,133,2
15338,688,133,2
15339,798,133,2
15340,589,133,2
15341,203,133,2
15342,2216,133,1
15343,319,133,1
15344,7588,133,1
15345,272,133,1
15346,142,133,1
15347,266,133,1
15348,799,133,1
15349,613,133,1
15350,1272,133,1
15351,371,133,1
15352,135,133,1
15353,133,257,4
15354,133,318,2
15355,133,688,2
15356,133,142,2
15357,133,589,2
15358,133,203,2
15359,133,7442,1
15360,133,2216,1
15361,133,319,1
15362,133,391,1
15363,133,7588,1
15364,133,272,1
15365,133,266,1
15366,133,799,1
15367,133,613,1
15368,133,371,1
15369,133,1272,1
15370,133,7415,1
15371,133,135,1
15372,133,798,-1
15373,1850,134,10
15374,1373,134,5
15375,1230,134,4
15376,598,134,4
15377,325,134,3
15378,673,134,3
15379,244,134,3
15380,2317,134,2
15381,176,134,2
15382,2993,134,1
15383,140,134,1
15384,743,134,1
15385,199,134,1
15386,134,1373,3
15387,134,1850,3
15388,134,325,3
15389,134,598,3
15390,134,244,2
15391,134,176,2
15392,134,2993,1
15393,134,743,1
15394,134,7603,-10
15395,134,7604,-10
15396,551,135,7
15397,7577,135,5
15398,1732,135,5
15399,586,135,5
15400,197,135,2
15401,3267,135,1
15402,136,135,1
15403,5342,135,1
15404,166,135,1
15405,545,135,1
15406,235,135,1
15407,177,135,1
15408,2895,135,1
15409,142,135,1
15410,277,135,1
15411,219,135,1
15412,2127,135,1
15413,135,551,5
15414,135,586,5
15415,135,197,2
15416,135,176,2
15417,135,5342,2
15418,135,235,2
15419,135,277,2
15420,135,136,1
15421,135,3267,1
15422,135,941,1
15423,135,166,1
15424,135,177,1
15425,135,2895,1
15426,135,142,1
15427,135,1732,1
15428,135,547,1
15429,135,545,1
15430,135,219,1
15431,135,2127,1
15432,135,7577,-1
15433,528,136,7
15434,893,136,4
15435,228,136,2
15436,258,136,2
15437,876,136,2
15438,153,136,2
15439,2242,136,2
15440,2406,136,1
15441,158,136,1
15442,1459,136,1
15443,154,136,1
15444,203,136,1
15445,1794,136,1
15446,962,136,1
15447,136,528,7
15448,136,893,4
15449,136,258,3
15450,136,962,2
15451,136,876,2
15452,136,2242,2
15453,136,2406,1
15454,136,158,1
15455,136,891,1
15456,136,1459,1
15457,136,228,1
15458,136,154,1
15459,136,203,1
15460,136,1794,1
15461,136,153,1
15462,136,7604,-10
15463,870,137,10
15464,2526,137,10
15465,185,137,2
15466,264,137,2
15467,2527,137,2
15468,852,137,2
15469,697,137,1
15470,329,137,1
15471,1781,137,1
15472,2245,137,1
15473,166,137,1
15474,1691,137,1
15475,2717,137,1
15476,253,137,1
15477,2094,137,1
15478,7394,137,1
15479,844,137,1
15480,137,844,2
15481,137,697,1
15482,137,7565,1
15483,137,329,1
15484,137,1781,1
15485,137,2245,1
15486,137,185,1
15487,137,264,1
15488,137,735,1
15489,137,1691,1
15490,137,870,1
15491,137,2717,1
15492,137,253,1
15493,137,2094,1
15494,137,7327,1
15495,137,7394,1
15496,137,2527,1
15497,137,2526,1
15498,1069,138,7
15499,7587,138,5
15500,1380,138,3
15501,198,138,3
15502,477,138,3
15503,1571,138,2
15504,408,138,2
15505,566,138,2
15506,2371,138,1
15507,306,138,1
15508,3229,138,1
15509,1560,138,1
15510,1830,138,1
15511,1546,138,1
15512,3112,138,1
15513,642,138,1
15514,138,477,3
15515,138,566,2
15516,138,436,2
15517,2509,139,10
15518,2510,139,10
15519,7560,139,4
15520,720,139,3
15521,1641,139,2
15522,328,139,2
15523,718,139,2
15524,2507,139,2
15525,188,139,1
15526,713,139,1
15527,2522,139,1
15528,2518,139,1
15529,327,139,1
15530,2514,139,1
15531,2515,139,1
15532,663,139,1
15533,341,139,1
15534,167,139,1
15535,1083,139,1
15536,148,139,1
15537,139,572,2
15538,139,663,2
15539,139,1641,1
15540,139,713,1
15541,139,720,1
15542,139,328,1
15543,139,718,1
15544,139,2522,1
15545,139,2518,1
15546,139,327,1
15547,139,2509,1
15548,139,2514,1
15549,139,2515,1
15550,139,2510,1
15551,139,2507,1
15552,139,341,1
15553,139,167,1
15554,139,1083,1
15555,139,148,1
15556,139,2257,-1
15557,139,7603,-10
15558,544,140,4
15559,680,140,2
15560,7565,140,2
15561,476,140,2
15562,406,140,2
15563,671,140,2
15564,2568,140,2
15565,1644,140,2
15566,216,140,2
15567,2318,140,1
15568,685,140,1
15569,155,140,1
15570,1649,140,1
15571,168,140,1
15572,2584,140,1
15573,660,140,1
15574,140,680,3
15575,140,544,3
15576,140,476,2
15577,140,155,2
15578,140,1644,2
15579,140,216,2
15580,140,2318,1
15581,140,685,1
15582,140,7565,1
15583,140,406,1
15584,140,1649,1
15585,140,168,1
15586,140,671,1
15587,140,2584,1
15588,140,2568,1
15589,140,660,1
15590,140,7498,-10
15591,7481,141,10
15592,3392,141,5
15593,7591,141,3
15594,458,141,2
